id,display_name,author,ab,publication_date,relevance_score,so,so_id,publisher,issn,url,first_page,last_page,volume,issue,is_oa,cited_by_count,counts_by_year,publication_year,cited_by_api_url,ids,doi,type,referenced_works,related_works,concepts
https://openalex.org/W2172723972,On the Predictability of Lagrangian Trajectories in the Ocean,,"The predictability of particle trajectories in oceanic flows is investigated in the context of a primitive equation, idealized, double-gyre ocean model. This study is motivated not only by the fact that this is an important conceptual problem but also by practical applications, such as searching for objects lost at sea, and ecological problems, such as the spreading of pollutants or fish larvae. The original aspect of this study is the use of Lagrangian drifter data to improve the accuracy of predicted trajectories. The prediction is performed by assimilating velocity data from the surrounding drifters into a Gauss–Markov model for particle motion. The assimilation is carried out using a simplified Kalman filter. The performance of the prediction scheme is quantified as a function of a number of factors: 1) dynamically different flow regimes, such as interior gyre, western boundary current, and midlatitude jet regions; 2) density of drifter data used in assimilation; and 3) uncertainties in the knowledge of the mean flow field and the initial conditions. The data density is quantified by the number of data per degrees of freedom NR, defined as the number of drifters within the typical Eulerian space scale from the prediction particle. The simulations indicate that the actual World Ocean Circulation Experiment sampling (1 particle/[5° × 5°] or NR ≪ 1) does not improve particle prediction, but predictions improve significantly when NR ≫ 1. For instance, a coverage of 1 particle/[1° × 1°] or NR ∼ O(1) is already able to reduce the errors of about one-third or one-half. If the sampling resolution is increased to 1 particle/[0.5° × 0.5°] or 1 particle/[0.25° × 0.25°] or NR ≫ 1, reasonably accurate predictions (rms errors of less than 50 km) can be obtained for periods ranging from one week (western boundary current and midlatitude jet regions) to three months (interior gyre region). Even when the mean flow field and initial turbulent velocities are not known accurately, the information derived from the surrounding drifter data is shown to compensate when NR > 1. Theoretical error estimates are derived that are based on the main statistical parameters of the flow field. Theoretical formulas show good agreement with the numerical results, and hence, they may serve as useful a priori estimates of Lagrangian prediction error for practical applications.",2000-03-01,NA,Journal of Atmospheric and Oceanic Technology,https://openalex.org/V135937692,American Meteorological Society,,https://journals.ametsoc.org/downloadpdf/journals/atot/17/3/1520-0426_2000_017_0366_otpolt_2_0_co_2.pdf,366,383,17,3,TRUE,71,,2000,https://api.openalex.org/works?filter=cites:W2172723972,,https://doi.org/10.1175/1520-0426(2000)017<0366:otpolt>2.0.co;2,journal-article,,,
https://openalex.org/W2372456297,"The Gulf of Mexico ecosystem, six years after the Macondo oil well blowout",,"Abstract The Gulf of Mexico ecosystem is a hotspot for biological diversity and supports a number of industries, from tourism to fishery production to oil and gas exploration, that serve as the economic backbone of Gulf coast states. The Gulf is a natural hydrocarbon basin, rich with stores of oil and gas that lie in reservoirs deep beneath the seafloor. The natural seepage of hydrocarbons across the Gulf system is extensive and, thus, the system׳s biological components experience ephemeral, if not, frequent, hydrocarbon exposure. In contrast to natural seepage, which is diffuse and variable over space and time, the 2010 Macondo oil well blowout, represented an intense, focused hydrocarbon infusion to the Gulf׳s deepwaters. The Macondo blowout drove rapid shifts in microbial populations and activity, revealed unexpected phenomena, such as deepwater hydrocarbon plumes and marine “oil snow” sedimentation, and impacted the Gulf׳s pelagic and benthic ecosystems. Understanding the distribution and fate of Macondo oil was limited to some degree by an insufficient ability to predict the physical movement of water in the Gulf. In other words, the available physical oceanographic models lacked critical components. In the past six years, much has been learned about the physical oceanography of the Gulf, providing transformative knowledge that will improve the ability to predict the movement of water and the hydrocarbons they carry in future blowout scenarios. Similarly, much has been learned about the processing and fate of Macondo hydrocarbons. Here, we provide an overview of the distribution, fate and impacts of Macondo hydrocarbons and offer suggestions for future research to push the field of oil spill response research forward.",2016-07-01,NA,Deep-sea Research Part Ii-topical Studies in Oceanography,https://openalex.org/V172051550,Elsevier,,NA,4,19,129,NA,FALSE,68,,2016,https://api.openalex.org/works?filter=cites:W2372456297,,https://doi.org/10.1016/j.dsr2.2016.04.018,journal-article,,,
https://openalex.org/W2071874398,Relative dispersion from a high-resolution coastal model of the Adriatic Sea,,"Abstract Synthetic drifter trajectories computed from velocity data produced by a high-resolution NCOM model are used to investigate the scaling of relative dispersion and the distribution of finite-scale Lyapunov exponent (FSLE) fields in the Adriatic Sea. The effects of varying degrees of spatial and temporal filtering of the input Eulerian velocity fields on the Lagrangian statistics are investigated in order to assess the sensitivity of such statistics to model error. It is shown that the relative dispersion in the model Adriatic circulation is generally super-diffusive, scaling nearly ballistically in close agreement with Lagrangian observations from a limited set of drifters. The large-scale dispersion is dominated by persistent separation regions and the controlling influence of the Western Adriatic Current (WAC). Temporal filtering with averaging windows up to monthly time scales only affects the relative dispersion at scales smaller than 20 km without altering the overall scaling regime. In contrast, spatial smoothing at scales as small as 5 km significantly reduces relative dispersion at all scales up to 100 km. While basin-scale dispersion statistics are strongly dependent on spatial resolution of the model WAC, maps of FSLE fields over initial conditions indicate that the detailed geometry of the dispersion is determined to a large extent by the temporal resolution of the model. In addition, the degree of spatial heterogeneity in the flow field implies that the existence, or non-existence, of a distinct exponential regime in the FSLE at small scales is extremely sensitive to the details of particle pair sampling strategies.",2008-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,48,65,22,1-2,FALSE,67,,2008,https://api.openalex.org/works?filter=cites:W2071874398,,https://doi.org/10.1016/j.ocemod.2008.01.006,journal-article,,,
https://openalex.org/W2108923498,On the Connection between the Mediterranean Outflow and the Azores Current,,"As the salty and dense Mediteranean overflow exits the Strait of Gibraltar and descends rapidly in the Gulf of Cadiz, it entrains the fresher overlying subtropical Atlantic Water. A minimal model is put forth in this study to show that the entrainment process associated with the Mediterranean outflow in the Gulf of Cadiz can impact the upper-ocean circulation in the subtropical North Atlantic Ocean and can be a fundamental factor in the establishment of the Azores Current. Two key simplifications are applied in the interest of producing an economical model that captures the dominant effects. The first is to recognize that in a vertically asymmetric twolayer system, a relatively shallow upper layer can be dynamically approximated as a single-layer reduced-gravity controlled barotropic system, and the second is to apply quasigeostrophic dynamics such that the volume flux divergence effect associated with the entrainment is represented as a source of potential vorticity. Two sets of computations are presented within the 1‰-layer framework. A primitive-equation-based computation, which includes the divergent flow effects, is first compared with the equivalent quasigeostrophic formulation. The upper-ocean cyclonic eddy generated by the loss of mass over a localized area elongates westward under the influence of the b effect until the flow encounters the western boundary. In the steady state, the circulation pattern consists of bidirectional zonal flows with a limited meridional extent: eastward to the south of the sink and westward to the north of the sink. The localized sink drives a horizontal circulation in the interior ocean whose strength is approximately an order of magnitude greater than the sink’s strength. It is demonstrated that the induced circulation in the far field from a localized sink is insensitive to the neglect of the divergent flow component. A set of parameter sensitivity experiments is then undertaken with the quasigeostrophic model for an idealized midlatitude circulation, driven both by wind forcing and ‘‘thermohaline’’ flow through the open southern and northern boundaries. When a sink near the eastern boundary is superimposed on the idealized midlatitude circulation, it is shown to alter significantly the upper-ocean flow and induce an eastward zonal current, which resembles the Azores Current in location and transport. This mechanism also generates a westward current to the north of the sink location, which could be associated with the Azores Countercurrent. An extensive series of sensitivity experiments is conducted to determine the response of this current system to changes in the boundary layer processes, sink strength, sink distribution, model resolution, and wind forcing. The magnitude of the current transports is found to be sensitive to the sink intensity and to its distance from the coastline.",2001-02-01,NA,Journal of Physical Oceanography,https://openalex.org/V162372621,American Meteorological Society,,NA,NA,NA,NA,NA,FALSE,66,,2001,https://api.openalex.org/works?filter=cites:W2108923498,,https://doi.org/10.1175/1520-0485(2001)031<0461:otcbtm>2.0.co;2,journal-article,,,
https://openalex.org/W1973849829,Resolution dependent relative dispersion statistics in a hierarchy of ocean models,,"Abstract In order to determine the effect of Eulerian spatial resolution on the two particle statistics of synthetic drifter trajectories, we examine a hierarchy of ocean models, starting from 2D turbulence simulations, progressing to idealized simulations of a buoyant coastal jet with ROMS, and finally to realistic HYCOM simulations of the Gulf Stream. In each case, particle dispersion at large time and space scales is found to be controlled by energetic meso-scale features of the flow that are relatively insensitive to the resolution of finer scale motions. In all cases, time-distance graphs given in terms of computed Finite Scale Lyapunov Exponents show an expected increase in the extent of exponential scaling with increasing spatial smoothing of the velocity field. The limiting value of the FSLE at small separation distances is found to scale remarkably well with the resolution of Eulerian velocity gradients as given by the average of positive Okubo–Weiss parameter values.",2010-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,36,50,31,1-2,FALSE,65,,2010,https://api.openalex.org/works?filter=cites:W1973849829,,https://doi.org/10.1016/j.ocemod.2009.09.002,journal-article,,,
https://openalex.org/W2127939561,Large eddy simulation of stratified mixing in two-dimensional dam-break problem in a rectangular enclosed domain,,"Abstract Mixing in both coastal and deep ocean emerges as one of the important processes that determines the transport of pollutants, sediments and biological species, as well as the details of the global thermohaline circulation. Both the observations, due to their lack in space and time resolution, and most coastal and general circulation models due to inadequate physics, can only provide partial information about oceanic mixing processes. A new class of nonhydrostatic models supplemented with physically based subgrid-scale (SGS) closures, or so-called large eddy simulation ( LES ), is put forth as another tool of investigation to complement observational and large-scale modeling efforts. However, SGS models have been developed primarily for homogeneous, isotropic flows. Here, four SGS models based on Smagorinsky eddy viscosity and diffusivity are tested for stratified flows in the context of 2D dam-break problem in a rectangular enclosed domain. This idealized testbed leads to a number of simplifications about the initial conditions, boundary conditions and geometry, while exhibiting the dynamically complex characteristics of stratified flows involving the interaction of shear-induced mixing and internal waves. Direct numerical simulations ( DNS ) at high resolutions are taken as benchmark solutions. Under-resolved simulations without SGS terms (so-called DNS ∗) are used to quantify the impact of SGS stresses. The performance of LES is assessed by using the time evolution of the volume fraction of intermediate density water masses generated by mixing. The simulations are conducted using a nonhydrostatic high-order spectral element model Nek5000 developed to exhibit minimal numerical dissipation and dispersion errors, which is advantageous to quantify accurately the impact of SGS stresses. It is found that all tested SGS models lead to improved results with respect to those from DNS ∗. Also, SGS models allow for simulations with coarse resolutions that blow up in DNS ∗ due to lack of adequate dissipation where needed. The SGS model in which the vertical eddy diffusion is modulated via a function that depends on the Richardson number Ri shows the most faithful reproduction of mixed water masses at all resolutions tested. The sensitivity of the results to the tunable parameter of the SGS model, to changes in the Ri-dependent function and resolution of the turbulent overturning scales is shown.",2007-01-01,NA,Ocean Modelling,https://openalex.org/V33756829,Elsevier,,NA,106,140,16,1-2,FALSE,63,,2007,https://api.openalex.org/works?filter=cites:W2127939561,,https://doi.org/10.1016/j.ocemod.2006.08.006,journal-article,,,
https://openalex.org/W2771523235,Observations of Near-Surface Current Shear Help Describe Oceanic Oil and Plastic Transport,,"Plastics and spilled oil pose a critical threat to marine life and human health. As a result of wind forcing and wave motions, theoretical and laboratory studies predict very strong velocity variation with depth over the upper few centimeters of the water column, an observational blind spot in the real ocean. Here we present the first-ever ocean measurements of the current vector profile defined to within 1 cm of the free surface. In our illustrative example, the current magnitude averaged over the upper 1 cm of the ocean is shown to be nearly four times the average over the upper 10 m, even for mild forcing. Our findings indicate that this shear will rapidly separate pieces of marine debris which vary in size or buoyancy, making consideration of these dynamics essential to an improved understanding of the pathways along which marine plastics and oil are transported.",2018-01-16,NA,Geophysical Research Letters,https://openalex.org/V36624081,Wiley,,https://agupubs.onlinelibrary.wiley.com/doi/pdfdirect/10.1002/2017GL075891,245,249,45,1,TRUE,61,,2018,https://api.openalex.org/works?filter=cites:W2771523235,,https://doi.org/10.1002/2017gl075891,journal-article,,,
https://openalex.org/W2121802579,Transport properties in small-scale coastal flows: relative dispersion from VHF radar measurements in the Gulf of La Spezia,,,2010-06-06,NA,Ocean Dynamics,https://openalex.org/V195553029,Springer Nature,,NA,861,882,60,4,FALSE,60,,2010,https://api.openalex.org/works?filter=cites:W2121802579,,https://doi.org/10.1007/s10236-010-0301-7,journal-article,,,
https://openalex.org/W2039711807,Predictability of Lagrangian particle trajectories: Effects of smoothing of the underlying Eulerian flow,,"The increasing realism of ocean circulation models is leading to an increasing use of Eulerian models as a basis to compute transport properties and to predict the fate of Lagrangian quantities. There exists, however, a signie cant gap between the spatial scales of model resolution and that of forces acting on Lagrangian particles. These scales may contain high vorticity coherent structures that are not resolved due to computational issues and/or missing dynamics and are typically suppressed by smoothing operators. In this study, the impact of smoothing of the Eulerian e elds on the predictability of Lagrangian particles is e rst investigated by conducting twin experiments that involve release of clusters of synthetic Lagrangian particles into “ true” (unmodie ed) and “ model” (smoothed) Eulerian e elds, which are generated by a QG model with a e ow e eld consisting of many turbulent coherent structures. The Lagrangian errors induced by Eulerian smoothing errors are quantie ed by using two metrics, the difference between the centers of mass (CM) of particle clusters, r, and the difference between scattering of particles around the center of mass, s. The results show that the smoothing has a strong effect on the CM behavior, while the scatter around it is only partially affected. The QG results are then compared to results obtained from a multi-particle Lagrangian Stochastic Model (LSM) which parameterizes turbulent e ow using main e ow characteristics such as mean e ow, velocity variance and Lagrangian time scale. In addition to numerical results, theoretical results based on the LSM are also considered, providing asymptotics of r, s and predictability time. It is shown that both numerical and theoretical LSM results for the center of mass error ( r) provide a good qualitative description, and a quantitatively satisfactory estimate of results from QG experiments. The scatter error ( s) results, on the other hand, are only qualitatively reproduced by the LSM.",2004-01-01,NA,Journal of Marine Research,https://openalex.org/V166958622,Journal of Marine Research/Yale,,NA,1,35,62,1,FALSE,59,,2004,https://api.openalex.org/works?filter=cites:W2039711807,,https://doi.org/10.1357/00222400460744609,journal-article,,,
https://openalex.org/W2103606517,"Impact of Wind Forcing, Bottom Topography, and Inertia on Midlatitude Jet Separation in a Quasigeostrophic Model",,"The persistence of unrealistic Gulf Stream separation in numerical models of the ocean has prompted many theories about possible mechanisms that influence the separation of a western boundary current from the coast. In this paper, the joint effects of (a) coastline orientation, (b) bottom topography, and (c) inertia on the midlatitude jet separation are explored in a wind-driven two-layer quasigeostrophic model. It is shown that topographic effects are of importance in high eddy activity regions and that eddy–topography interactions strongly influence the separation process. In order for the western boundary current to separate from the coastline and cross the f/h contours associated with the continental rise, eddy fluctuations need to be weak at the separation point. This can be achieved either by introducing a positive wind stress curl in the northern part of the domain or by increasing the inertia of the western boundary current. In both cases, the separation is facilitated by low eddy activity, resulting in a decoupling of the upper layer from the lower layer when the current crosses the f/h contours.",1997-11-01,NA,Journal of Physical Oceanography,https://openalex.org/V162372621,American Meteorological Society,,https://journals.ametsoc.org/downloadpdf/journals/phoc/27/11/1520-0485_1997_027_2460_iowfbt_2.0.co_2.pdf,2460,2476,27,11,TRUE,57,,1997,https://api.openalex.org/works?filter=cites:W2103606517,,https://doi.org/10.1175/1520-0485(1997)027<2460:iowfbt>2.0.co;2,journal-article,,,
